service_order_no,order_dt,region,job_code,technician_id,parts_cost,labor_cost,truck_cost,base_cost,list_price,discount_pct,sell_price,warranty_flag,margin_amount,margin_pct,week,year
95798,2024-01-02,DE-Hamburg,85005,T0057,160.16,60.72,14.02,234.91,280.5,0.292,198.47,1,-36.44,-0.1836,1,2024
95799,2024-06-17,DE-Hamburg,83020,T0018,120.41,72.96,26.45,237.41,289.6,0.284,207.39,0,-30.02,-0.1448,25,2024
95800,2024-08-23,DE-Hamburg,84015,T0024,19.25,77.89,30.08,137.39,150.74,0.073,139.66,0,2.27,0.0163,34,2024
95801,2024-05-26,NL-Amsterdam,82010,T0295,273.41,101.7,27.42,402.53,583.67,0.191,472.35,0,69.82,0.1478,21,2024
95802,2024-06-28,NL-Amsterdam,85005,T0035,114.48,39.58,22.03,190.18,210.84,0.06,198.08,0,7.9,0.0399,26,2024
95803,2024-03-23,NL-Amsterdam,81120,T0151,324.94,62.68,15.62,403.24,584.69,0.108,521.35,0,118.11,0.2265,12,2024
95804,2024-03-24,DE-Munich,81120,T0134,288.95,92.69,9.05,390.69,500.87,0.023,489.38,0,98.69,0.2017,12,2024
95805,2024-02-04,DE-Hamburg,84015,T0029,83.36,101.61,16.01,200.97,290.12,0.094,262.88,0,61.91,0.2355,5,2024
95806,2024-02-23,DE-Berlin,83020,T0106,38.52,56.48,17.21,112.21,156.98,0.198,125.89,1,13.68,0.1087,8,2024
95807,2024-12-22,NL-Amsterdam,83020,T0336,143.42,47.12,22.35,212.89,267.68,0.087,244.37,0,31.48,0.1288,51,2024
95808,2024-09-09,DE-Berlin,84015,T0313,239.5,50.65,14.11,328.6,416.54,0.097,376.16,0,47.56,0.1264,37,2024
95809,2024-04-19,DE-Munich,85005,T0104,277.59,35.86,24.99,338.44,411.17,0.104,368.43,0,29.99,0.0814,16,2024
95810,2024-06-23,DE-Berlin,82010,T0275,235.79,120.17,5.0,389.84,515.09,0.083,472.28,0,82.44,0.1746,25,2024
95811,2024-11-18,NL-Amsterdam,83020,T0165,182.08,58.75,18.35,259.18,300.56,0.25,225.48,1,-33.7,-0.1495,47,2024
95812,2024-12-14,DE-Berlin,83020,T0148,294.98,37.54,22.51,355.04,433.52,0.152,367.64,0,12.6,0.0343,50,2024
95813,2024-01-17,NL-Amsterdam,83020,T0336,105.59,47.16,15.87,168.62,173.47,0.126,151.66,0,-16.96,-0.1118,3,2024
95814,2024-09-22,DE-Munich,81120,T0199,281.56,64.28,17.87,392.81,496.05,0.078,457.39,1,64.58,0.1412,38,2024
95815,2024-10-16,EU-EMEA-Remote,82010,T0033,341.31,56.92,14.62,412.86,510.22,0.092,463.13,0,50.27,0.1085,42,2024
95816,2024-04-29,NL-Amsterdam,84015,T0170,356.44,37.35,26.45,420.24,553.25,0.215,434.54,0,14.3,0.0329,18,2024
95817,2024-11-12,DE-Berlin,85005,T0391,193.81,84.44,25.9,304.15,421.08,0.139,362.38,1,58.23,0.1607,46,2024
95818,2024-01-13,NL-Amsterdam,85005,T0230,283.99,109.74,11.23,404.97,559.5,0.123,490.82,0,85.85,0.1749,2,2024
95819,2024-05-19,DE-Hamburg,83020,T0261,322.89,96.24,18.29,437.42,507.07,0.035,489.41,0,51.99,0.1062,20,2024
95820,2024-04-22,AT-Vienna,81120,T0367,239.37,55.83,24.53,319.73,374.58,0.145,320.38,1,0.65,0.002,17,2024
95821,2024-03-18,DE-Munich,83020,T0211,74.65,93.19,16.99,184.83,231.76,0.167,193.07,1,8.24,0.0427,12,2024
95822,2024-11-30,DE-Munich,85005,T0330,115.63,89.32,18.86,223.8,227.32,0.047,216.62,0,-7.18,-0.0331,48,2024
95823,2024-03-12,EU-EMEA-Remote,82010,T0367,275.69,75.35,16.42,367.46,488.18,0.068,455.11,0,87.65,0.1926,11,2024
95824,2024-12-16,DE-Hamburg,81120,T0231,712.56,107.08,22.75,842.39,1121.13,0.087,1023.57,0,181.18,0.177,51,2024
95825,2024-12-24,DE-Munich,81433,T0276,580.46,66.76,12.69,659.91,789.92,0.068,736.31,0,76.4,0.1038,52,2024
95826,2024-11-02,DE-Berlin,81433,T0193,171.74,62.16,21.88,255.78,256.92,0.043,245.92,0,-9.86,-0.0401,44,2024
95827,2024-07-17,DE-Berlin,83020,T0258,65.34,47.38,13.13,135.93,162.62,0.039,156.34,0,20.41,0.1305,29,2024
95828,2024-03-27,AT-Vienna,81433,T0227,199.51,81.34,32.77,313.62,406.0,0.173,335.73,1,22.11,0.0659,13,2024
95829,2024-03-09,DE-Hamburg,83020,T0017,165.39,54.33,23.96,243.68,299.8,0.169,249.04,1,5.36,0.0215,10,2024
95830,2024-10-04,DE-Hamburg,81120,T0226,174.84,96.14,20.48,291.46,312.33,0.113,276.94,0,-14.52,-0.0524,40,2024
95831,2024-10-06,AT-Vienna,83020,T0386,210.98,90.47,19.48,320.93,317.15,0.08,291.76,0,-29.17,-0.1,40,2024
95832,2024-08-22,DE-Berlin,81120,T0063,162.69,57.48,29.76,269.92,330.16,0.085,302.19,0,32.27,0.1068,34,2024
95833,2024-03-02,AT-Vienna,83020,T0149,113.08,14.0,31.32,158.4,182.56,0.226,141.32,1,-17.08,-0.1209,9,2024
95834,2024-10-11,DE-Berlin,85005,T0342,77.19,109.07,20.11,206.37,211.03,0.133,182.89,1,-23.48,-0.1284,41,2024
95835,2024-11-28,NL-Amsterdam,81120,T0081,530.29,70.68,18.95,619.92,739.14,0.277,534.57,1,-85.35,-0.1597,48,2024
95836,2024-12-02,DE-Hamburg,82010,T0072,89.35,60.26,15.44,165.06,209.74,0.079,193.13,0,28.07,0.1453,49,2024
95837,2024-04-06,NL-Amsterdam,81120,T0232,237.46,86.24,21.12,344.81,396.24,0.087,361.7,0,16.89,0.0467,14,2024
95838,2024-12-20,DE-Berlin,81120,T0364,40.96,31.24,22.47,94.67,117.29,0.309,81.06,1,-13.61,-0.1679,51,2024
95839,2024-08-26,DE-Hamburg,85005,T0319,312.14,93.35,24.49,464.37,539.16,0.021,527.64,0,63.27,0.1199,35,2024
95840,2024-02-09,DE-Berlin,83020,T0194,168.09,58.23,25.98,252.3,275.43,0.201,220.08,1,-32.22,-0.1464,6,2024
95841,2024-08-04,AT-Vienna,83020,T0003,80.65,70.34,21.38,197.32,232.46,0.189,188.61,1,-8.71,-0.0462,31,2024
95842,2024-11-24,DE-Berlin,81433,T0314,170.1,41.3,22.89,234.29,250.45,0.166,208.9,0,-25.39,-0.1215,47,2024
95843,2024-12-10,DE-Hamburg,84015,T0319,166.47,74.43,11.71,252.62,290.53,0.101,261.22,0,8.6,0.0329,50,2024
95844,2024-03-16,DE-Hamburg,84015,T0250,80.69,98.82,18.43,197.94,237.65,0.194,191.61,0,-6.33,-0.033,11,2024
95845,2024-09-27,EU-EMEA-Remote,84015,T0399,292.92,126.53,15.04,469.26,536.72,0.063,502.91,0,33.65,0.0669,39,2024
95846,2024-02-25,DE-Munich,84015,T0367,277.92,71.26,12.86,362.04,420.95,0.041,403.63,0,41.59,0.103,8,2024
95847,2024-05-26,DE-Hamburg,82010,T0389,288.99,57.64,15.23,361.86,438.44,0.263,323.18,1,-38.68,-0.1197,21,2024
95848,2024-12-20,DE-Berlin,83020,T0261,142.65,109.18,14.21,266.03,331.67,0.111,294.72,0,28.69,0.0973,51,2024
95849,2024-05-05,DE-Munich,81433,T0389,419.18,75.41,21.25,515.84,642.16,0.069,597.94,1,82.1,0.1373,18,2024
95850,2024-01-21,DE-Munich,85005,T0189,258.62,56.76,16.78,332.16,399.53,0.039,383.75,0,51.59,0.1344,3,2024
95851,2024-03-29,EU-EMEA-Remote,84015,T0186,528.46,55.0,16.59,600.06,795.2,0.214,625.11,1,25.05,0.0401,13,2024
95852,2024-02-25,EU-EMEA-Remote,84015,T0182,278.89,59.88,16.17,354.93,428.87,0.086,391.78,0,36.85,0.0941,8,2024
95853,2024-12-14,NL-Amsterdam,81433,T0367,237.53,68.34,14.59,320.47,370.79,0.036,357.49,0,37.02,0.1036,50,2024
95854,2024-07-27,EU-EMEA-Remote,81120,T0102,645.88,77.84,15.89,798.78,908.8,0.127,793.28,0,-5.5,-0.0069,30,2024
95855,2024-08-02,EU-EMEA-Remote,81433,T0218,102.8,67.9,19.76,205.69,257.23,0.179,211.08,0,5.39,0.0255,31,2024
95856,2024-09-19,EU-EMEA-Remote,81433,T0139,426.07,85.43,20.03,574.06,666.44,0.041,638.79,0,64.73,0.1013,38,2024
95857,2024-03-31,DE-Berlin,82010,T0130,527.69,55.84,23.37,606.9,760.56,0.217,595.67,0,-11.23,-0.0189,13,2024
95858,2024-03-16,DE-Hamburg,81120,T0309,274.36,58.91,24.25,357.52,471.8,0.117,416.8,0,59.28,0.1422,11,2024
95859,2024-02-22,DE-Hamburg,82010,T0174,176.52,70.31,17.76,264.59,332.04,0.244,250.93,1,-13.66,-0.0544,8,2024
95860,2024-11-11,EU-EMEA-Remote,82010,T0250,344.18,46.97,26.86,418.01,551.95,0.202,440.54,0,22.53,0.0511,46,2024
95861,2024-08-31,DE-Hamburg,85005,T0089,262.09,51.54,16.92,356.99,378.15,0.084,346.42,0,-10.57,-0.0305,35,2024
95862,2024-03-06,EU-EMEA-Remote,85005,T0302,194.89,116.52,11.64,323.05,400.62,0.071,372.19,0,49.14,0.132,10,2024
95863,2024-05-16,DE-Munich,84015,T0238,143.65,89.49,28.66,261.79,318.62,0.138,274.69,0,12.9,0.047,20,2024
95864,2024-07-04,AT-Vienna,82010,T0117,593.33,70.36,28.01,791.87,908.11,0.119,800.46,0,8.59,0.0107,27,2024
95865,2024-05-25,AT-Vienna,85005,T0029,135.19,56.48,33.41,225.07,267.46,0.12,235.35,1,10.28,0.0437,21,2024
95866,2024-09-26,AT-Vienna,83020,T0234,137.94,73.59,19.91,264.95,295.57,0.123,259.23,0,-5.72,-0.0221,39,2024
95867,2024-02-29,DE-Munich,81433,T0190,274.39,76.98,26.56,377.93,434.25,0.133,376.36,0,-1.57,-0.0042,9,2024
95868,2024-05-17,DE-Berlin,84015,T0001,279.65,91.47,27.99,399.11,551.25,0.122,484.23,0,85.12,0.1758,20,2024
95869,2024-03-22,DE-Hamburg,82010,T0212,516.79,126.48,6.81,650.08,879.54,0.049,836.67,0,186.59,0.223,12,2024
95870,2024-01-02,EU-EMEA-Remote,85005,T0158,44.19,106.24,8.06,158.5,194.64,0.076,179.88,0,21.38,0.1189,1,2024
95871,2024-06-17,DE-Berlin,81433,T0184,250.21,79.32,17.38,374.66,416.57,0.165,347.95,0,-26.71,-0.0768,25,2024
95872,2024-07-25,NL-Amsterdam,81120,T0019,38.77,36.26,11.11,93.03,107.41,0.099,96.74,0,3.71,0.0384,30,2024
95873,2024-03-26,DE-Hamburg,83020,T0346,58.7,98.65,23.32,180.67,210.15,0.113,186.35,0,5.68,0.0305,13,2024
95874,2024-07-23,EU-EMEA-Remote,81433,T0123,308.27,91.05,11.47,443.65,558.46,0.061,524.63,1,80.98,0.1544,30,2024
95875,2024-01-05,DE-Hamburg,81433,T0034,91.41,72.45,28.45,192.3,226.87,0.144,194.11,1,1.81,0.0093,1,2024
95876,2024-04-02,EU-EMEA-Remote,81120,T0057,441.57,74.89,7.48,523.94,591.09,0.246,445.79,0,-78.15,-0.1753,14,2024
95877,2024-11-19,AT-Vienna,85005,T0040,187.96,100.89,25.74,314.59,359.39,0.046,342.88,0,28.29,0.0825,47,2024
95878,2024-04-24,DE-Munich,84015,T0231,140.9,57.87,12.03,210.8,251.05,0.109,223.63,0,12.83,0.0574,17,2024
95879,2024-10-14,DE-Berlin,84015,T0049,678.32,65.42,9.04,752.78,929.34,0.24,706.73,1,-46.05,-0.0652,42,2024
95880,2024-10-31,AT-Vienna,82010,T0253,1345.1,44.31,9.88,1399.28,1594.85,0.152,1353.13,1,-46.15,-0.0341,44,2024
95881,2024-10-25,DE-Hamburg,81120,T0187,328.99,81.61,25.63,436.23,527.2,0.286,376.19,1,-60.04,-0.1596,43,2024
95882,2024-07-09,EU-EMEA-Remote,85005,T0366,89.1,80.38,9.7,193.51,229.78,0.153,194.66,0,1.15,0.0059,28,2024
95883,2024-02-19,DE-Berlin,84015,T0141,362.89,94.63,23.04,480.55,666.89,0.085,610.37,0,129.82,0.2127,8,2024
95884,2024-08-21,DE-Munich,81433,T0135,314.68,101.36,31.0,482.8,640.45,0.146,547.26,0,64.46,0.1178,34,2024
95885,2024-12-05,DE-Munich,82010,T0277,81.71,79.7,23.26,184.67,208.78,0.213,164.28,0,-20.39,-0.1241,49,2024
95886,2024-06-13,AT-Vienna,85005,T0200,116.74,73.84,23.35,231.05,285.57,0.1,257.04,0,25.99,0.1011,24,2024
95887,2024-09-06,DE-Hamburg,82010,T0049,1060.19,54.73,25.14,1231.26,1537.02,0.023,1501.37,0,270.11,0.1799,36,2024
95888,2024-07-29,DE-Munich,82010,T0343,226.75,73.85,24.65,351.28,407.63,0.064,381.36,0,30.08,0.0789,31,2024
95889,2024-05-11,DE-Berlin,82010,T0157,307.86,47.88,17.95,373.69,469.61,0.12,413.21,0,39.52,0.0956,19,2024
95890,2024-04-06,DE-Munich,85005,T0367,199.27,75.89,21.73,296.89,372.19,0.067,347.23,1,50.34,0.145,14,2024
95891,2024-08-20,AT-Vienna,84015,T0218,73.98,63.94,15.58,175.73,181.46,0.088,165.49,0,-10.24,-0.0619,34,2024
95892,2024-02-07,NL-Amsterdam,84015,T0211,94.91,107.83,18.1,220.83,282.74,0.021,276.9,0,56.07,0.2025,6,2024
95893,2024-04-09,NL-Amsterdam,85005,T0035,75.65,56.61,10.26,142.52,184.64,0.012,182.37,0,39.85,0.2185,15,2024
95894,2024-12-27,DE-Berlin,83020,T0300,292.9,112.78,20.15,425.83,473.85,0.073,439.45,0,13.62,0.031,52,2024
95895,2024-06-12,DE-Munich,85005,T0317,78.27,51.85,20.34,162.49,177.03,0.107,158.16,1,-4.33,-0.0274,24,2024
95896,2024-03-14,DE-Munich,85005,T0344,71.46,95.52,16.49,183.48,250.79,0.105,224.47,0,40.99,0.1826,11,2024
95897,2024-04-03,DE-Hamburg,81120,T0167,385.01,54.59,15.77,455.38,515.97,0.184,421.16,0,-34.22,-0.0813,14,2024
95898,2024-08-21,DE-Munich,82010,T0147,811.79,108.8,22.9,1018.96,1169.33,0.057,1102.96,0,84.0,0.0762,34,2024
95899,2024-07-16,EU-EMEA-Remote,82010,T0023,291.17,44.32,37.72,403.07,510.32,0.022,498.92,0,95.85,0.1921,29,2024
95900,2024-12-21,AT-Vienna,83020,T0144,98.83,82.75,32.75,214.33,273.13,0.114,242.05,1,27.72,0.1145,51,2024
95901,2024-03-14,NL-Amsterdam,84015,T0047,144.3,98.65,29.52,272.47,293.12,0.051,278.12,0,5.65,0.0203,11,2024
95902,2024-08-19,DE-Berlin,83020,T0160,156.95,77.44,15.38,269.75,343.3,0.092,311.83,0,42.08,0.1349,34,2024
95903,2024-10-22,DE-Berlin,83020,T0363,261.49,92.6,29.2,383.29,441.32,0.053,417.76,0,34.47,0.0825,43,2024
95904,2024-05-18,DE-Hamburg,81120,T0337,627.46,102.31,14.86,744.63,911.55,0.155,770.22,1,25.59,0.0332,20,2024
95905,2024-05-14,AT-Vienna,85005,T0070,66.44,46.85,17.76,131.05,161.1,0.046,153.68,0,22.63,0.1473,20,2024
95906,2024-06-01,NL-Amsterdam,84015,T0243,125.69,85.54,22.21,252.1,365.55,0.013,360.96,0,108.86,0.3016,22,2024
95907,2024-12-02,DE-Berlin,82010,T0180,476.6,79.43,34.18,590.21,772.93,0.104,692.69,0,102.48,0.1479,49,2024
95908,2024-09-28,DE-Munich,85005,T0084,303.43,41.0,9.61,382.36,455.63,0.147,388.74,1,6.38,0.0164,39,2024
95909,2024-08-07,NL-Amsterdam,81433,T0029,276.39,95.78,22.52,426.27,446.97,0.048,425.55,0,-0.72,-0.0017,32,2024
95910,2024-06-16,EU-EMEA-Remote,81120,T0200,195.34,58.83,27.96,304.71,398.09,0.041,381.79,0,77.08,0.2019,24,2024
95911,2024-04-07,AT-Vienna,81433,T0193,544.4,95.03,17.34,656.77,759.59,0.076,701.76,0,44.99,0.0641,14,2024
95912,2024-08-22,DE-Munich,85005,T0025,74.82,98.93,29.56,219.57,253.41,0.171,209.97,0,-9.6,-0.0457,34,2024
95913,2024-10-04,DE-Berlin,81433,T0053,119.69,61.12,29.18,209.99,229.02,0.043,219.13,0,9.14,0.0417,40,2024
95914,2024-02-14,AT-Vienna,81433,T0157,255.88,97.63,23.53,377.04,498.34,0.154,421.45,1,44.41,0.1054,7,2024
95915,2024-12-22,DE-Munich,81120,T0363,245.24,83.84,15.88,344.96,408.96,0.198,327.94,1,-17.02,-0.0519,51,2024
95916,2024-05-21,DE-Munich,85005,T0332,86.97,84.05,21.1,192.12,247.98,0.137,214.11,1,21.99,0.1027,21,2024
95917,2024-05-17,DE-Hamburg,81433,T0159,76.34,61.51,23.21,161.06,171.5,0.157,144.5,0,-16.56,-0.1146,20,2024
95918,2024-11-17,DE-Munich,82010,T0378,244.11,90.84,13.3,348.25,413.94,0.128,361.04,1,12.79,0.0354,46,2024
95919,2024-11-24,NL-Amsterdam,81433,T0260,147.18,70.55,25.68,243.4,285.54,0.168,237.62,0,-5.78,-0.0243,47,2024
95920,2024-06-11,DE-Berlin,82010,T0015,1098.17,76.74,26.26,1297.26,1602.7,0.286,1144.13,0,-153.13,-0.1338,24,2024
95921,2024-12-27,NL-Amsterdam,83020,T0238,93.66,63.14,11.39,168.2,216.01,0.209,170.96,1,2.76,0.0161,52,2024
95922,2024-05-12,DE-Munich,82010,T0028,671.18,16.0,24.54,711.72,679.67,0.131,590.48,0,-121.24,-0.2053,19,2024
95923,2024-08-24,EU-EMEA-Remote,82010,T0165,554.16,60.11,5.0,668.81,759.81,0.083,696.89,0,28.08,0.0403,34,2024
95924,2024-05-03,DE-Berlin,81120,T0357,250.58,60.12,5.0,315.7,363.48,0.213,286.11,1,-29.59,-0.1034,18,2024
95925,2024-03-16,EU-EMEA-Remote,83020,T0020,258.98,45.6,26.08,330.66,347.46,0.196,279.23,1,-51.43,-0.1842,11,2024
95926,2024-06-29,NL-Amsterdam,81120,T0054,44.08,85.43,26.27,168.24,173.71,0.107,155.16,1,-13.08,-0.0843,26,2024
95927,2024-10-06,DE-Berlin,85005,T0244,181.46,59.53,26.06,267.05,293.77,0.115,260.04,0,-7.01,-0.027,40,2024
95928,2024-07-06,DE-Berlin,85005,T0297,239.7,60.09,20.23,345.61,450.12,0.088,410.71,0,65.1,0.1585,27,2024
95929,2024-07-28,EU-EMEA-Remote,84015,T0279,141.3,69.9,16.62,246.04,285.69,0.135,247.25,0,1.21,0.0049,30,2024
95930,2024-10-20,EU-EMEA-Remote,81433,T0397,43.11,65.11,18.34,126.56,161.33,0.055,152.43,0,25.87,0.1697,42,2024
95931,2024-09-17,DE-Berlin,81120,T0196,442.88,92.28,26.2,606.27,720.57,0.201,575.6,1,-30.67,-0.0533,38,2024
95932,2024-05-09,AT-Vienna,84015,T0151,304.02,67.39,20.88,392.29,486.65,0.02,476.89,0,84.6,0.1774,19,2024
95933,2024-12-13,DE-Hamburg,83020,T0146,49.33,101.31,25.2,175.84,198.98,0.183,162.56,1,-13.28,-0.0817,50,2024
95934,2024-03-26,DE-Munich,84015,T0284,141.63,68.23,24.15,234.0,271.43,0.129,236.49,1,2.49,0.0105,13,2024
95935,2024-02-07,AT-Vienna,85005,T0218,103.51,71.99,14.37,189.88,238.92,0.098,215.55,0,25.67,0.1191,6,2024
95936,2024-10-13,EU-EMEA-Remote,81433,T0086,983.71,91.14,11.59,1086.44,1082.21,0.136,934.66,0,-151.78,-0.1624,41,2024
95937,2024-08-09,NL-Amsterdam,83020,T0205,249.68,83.92,19.65,381.51,434.87,0.219,339.59,0,-41.92,-0.1234,32,2024
95938,2024-07-01,DE-Munich,82010,T0120,941.51,46.02,16.23,1084.07,1280.99,0.167,1067.68,1,-16.39,-0.0154,27,2024
95939,2024-09-10,AT-Vienna,81433,T0019,162.79,45.56,26.61,268.99,312.83,0.061,293.83,0,24.84,0.0845,37,2024
95940,2024-09-02,DE-Berlin,84015,T0140,507.94,70.49,17.57,643.69,833.24,0.067,777.0,0,133.31,0.1716,36,2024
95941,2024-02-10,DE-Berlin,85005,T0293,74.67,88.62,28.57,191.86,245.67,0.277,177.63,1,-14.23,-0.0801,6,2024
95942,2024-08-23,EU-EMEA-Remote,81120,T0329,381.75,110.43,14.65,547.38,666.72,0.154,563.97,0,16.59,0.0294,34,2024
95943,2024-05-09,DE-Berlin,84015,T0277,239.06,80.28,22.95,342.29,370.04,0.31,255.33,0,-86.96,-0.3406,19,2024
95944,2024-05-18,DE-Berlin,81120,T0257,148.78,53.27,19.23,221.28,260.46,0.081,239.24,0,17.96,0.0751,20,2024
95945,2024-04-01,DE-Berlin,83020,T0372,76.22,74.31,20.72,171.24,201.87,0.06,189.78,0,18.54,0.0977,14,2024
95946,2024-06-23,DE-Munich,85005,T0331,80.53,65.58,16.48,175.6,203.91,0.045,194.81,0,19.21,0.0986,25,2024
95947,2024-08-11,DE-Hamburg,81433,T0303,229.36,75.04,18.4,348.62,443.02,0.128,386.09,0,37.47,0.097,32,2024
95948,2024-01-15,NL-Amsterdam,84015,T0125,252.19,42.81,32.16,327.15,373.53,0.172,309.45,0,-17.7,-0.0572,3,2024
95949,2024-02-10,AT-Vienna,82010,T0155,498.91,80.91,25.54,605.35,693.82,0.058,653.49,0,48.14,0.0737,6,2024
95950,2024-06-15,DE-Berlin,83020,T0153,50.01,110.84,26.44,202.27,268.07,0.117,236.78,0,34.51,0.1457,24,2024
95951,2024-10-24,DE-Munich,82010,T0088,346.73,129.16,11.27,487.17,634.88,0.135,549.19,0,62.02,0.1129,43,2024
95952,2024-02-28,DE-Hamburg,83020,T0167,71.64,81.73,20.31,173.68,213.98,0.082,196.35,0,22.67,0.1155,9,2024
95953,2024-04-07,AT-Vienna,81433,T0197,140.69,104.38,18.96,264.02,324.13,0.103,290.66,0,26.64,0.0917,14,2024
95954,2024-04-28,DE-Munich,84015,T0234,497.59,78.18,16.82,592.58,769.73,0.179,631.98,0,39.4,0.0623,17,2024
95955,2024-05-07,DE-Hamburg,81120,T0171,240.1,73.8,18.94,332.85,441.61,0.049,419.85,0,87.0,0.2072,19,2024
95956,2024-04-07,NL-Amsterdam,83020,T0041,75.63,57.19,20.42,153.24,193.79,0.03,188.05,0,34.81,0.1851,14,2024
95957,2024-07-10,NL-Amsterdam,81433,T0365,114.97,75.83,5.79,212.32,307.86,0.168,256.17,1,43.85,0.1712,28,2024
95958,2024-12-15,DE-Berlin,85005,T0041,65.14,62.89,15.53,143.56,174.63,0.28,125.76,0,-17.8,-0.1415,50,2024
95959,2024-12-08,DE-Munich,83020,T0112,223.93,97.88,23.9,345.7,476.28,0.107,425.21,1,79.51,0.187,49,2024
95960,2024-08-11,AT-Vienna,83020,T0109,239.45,74.55,10.62,371.63,474.34,0.024,462.89,0,91.26,0.1972,32,2024
95961,2024-07-28,EU-EMEA-Remote,81433,T0085,224.37,76.53,17.23,343.58,430.35,0.109,383.63,1,40.05,0.1044,30,2024
95962,2024-08-11,DE-Berlin,81433,T0330,215.83,51.66,10.83,300.58,367.44,0.132,318.96,0,18.38,0.0576,32,2024
95963,2024-02-15,DE-Munich,81433,T0214,361.34,64.44,24.77,450.55,544.68,0.176,448.61,1,-1.94,-0.0043,7,2024
95964,2024-07-19,DE-Berlin,84015,T0151,194.53,92.15,25.11,336.74,374.63,0.109,333.8,1,-2.94,-0.0088,29,2024
95965,2024-03-28,NL-Amsterdam,82010,T0125,346.9,103.44,15.58,465.92,555.89,0.201,444.03,0,-21.89,-0.0493,13,2024
95966,2024-01-20,EU-EMEA-Remote,83020,T0115,68.79,51.53,28.53,148.85,161.91,0.07,150.62,0,1.77,0.0118,3,2024
95967,2024-05-25,NL-Amsterdam,82010,T0218,545.32,58.46,21.76,625.55,774.93,0.06,728.31,0,102.76,0.1411,21,2024
95968,2024-08-27,DE-Munich,84015,T0071,88.83,72.53,18.1,193.82,248.68,0.172,205.99,1,12.17,0.0591,35,2024
95969,2024-12-27,AT-Vienna,84015,T0392,570.67,80.2,24.88,675.75,698.74,0.121,614.5,1,-61.25,-0.0997,52,2024
95970,2024-02-06,DE-Berlin,84015,T0257,181.5,69.25,5.09,255.83,271.98,0.059,255.81,0,-0.02,-0.0001,6,2024
95971,2024-10-20,EU-EMEA-Remote,84015,T0071,470.02,16.0,32.59,518.61,614.87,0.097,555.04,0,36.43,0.0656,42,2024
95972,2024-01-30,DE-Munich,81120,T0390,375.44,67.49,16.88,459.82,495.62,0.093,449.75,0,-10.07,-0.0224,5,2024
95973,2024-11-29,NL-Amsterdam,81120,T0145,361.94,126.2,24.35,512.49,612.52,0.047,583.84,0,71.35,0.1222,48,2024
95974,2024-12-11,AT-Vienna,81120,T0023,267.69,56.85,17.74,342.27,459.95,0.154,389.31,1,47.04,0.1208,50,2024
95975,2024-02-17,DE-Munich,83020,T0116,118.95,133.91,15.56,268.41,294.44,0.179,241.88,0,-26.53,-0.1097,7,2024
95976,2024-05-24,AT-Vienna,85005,T0059,51.24,70.48,11.09,132.81,159.35,0.059,150.02,0,17.21,0.1147,21,2024
95977,2024-09-22,AT-Vienna,84015,T0008,601.67,101.51,26.01,960.01,949.62,0.109,845.64,0,-114.37,-0.1352,38,2024
95978,2024-01-07,NL-Amsterdam,85005,T0280,162.48,118.93,23.74,305.15,339.33,0.016,334.07,0,28.92,0.0866,1,2024
95979,2024-07-16,DE-Munich,84015,T0278,260.26,77.73,20.48,387.15,481.73,0.009,477.6,0,90.45,0.1894,29,2024
95980,2024-07-12,EU-EMEA-Remote,83020,T0319,264.97,54.0,33.64,380.81,411.05,0.184,335.62,1,-45.19,-0.1346,28,2024
95981,2024-02-07,EU-EMEA-Remote,84015,T0374,187.69,42.54,29.24,259.46,317.64,0.292,224.89,1,-34.57,-0.1537,6,2024
95982,2024-12-09,DE-Munich,82010,T0200,360.47,113.35,20.38,494.2,631.69,0.042,605.4,0,111.2,0.1837,50,2024
95983,2024-04-04,DE-Berlin,81120,T0282,601.42,81.91,13.37,696.7,801.11,0.185,653.27,1,-43.43,-0.0665,14,2024
95984,2024-12-21,NL-Amsterdam,83020,T0151,17.05,60.44,16.24,93.74,121.99,0.01,120.76,0,27.02,0.2237,51,2024
95985,2024-08-22,DE-Hamburg,81433,T0126,285.52,69.41,20.05,404.98,527.47,0.04,506.55,0,101.57,0.2005,34,2024
95986,2024-12-05,EU-EMEA-Remote,81120,T0382,208.22,94.43,13.04,315.7,379.77,0.054,359.43,0,43.73,0.1217,49,2024
95987,2024-07-10,DE-Munich,84015,T0326,178.17,88.78,16.0,305.58,373.58,0.16,313.99,1,8.41,0.0268,28,2024
95988,2024-08-03,DE-Berlin,84015,T0241,308.34,78.81,23.6,443.61,547.93,0.219,427.73,0,-15.88,-0.0371,31,2024
95989,2024-09-16,DE-Munich,84015,T0224,121.09,66.33,7.05,210.02,288.13,0.122,253.07,0,43.05,0.1701,38,2024
95990,2024-01-23,DE-Berlin,85005,T0363,265.54,53.34,18.76,337.63,437.51,0.119,385.38,1,47.75,0.1239,4,2024
95991,2024-10-19,NL-Amsterdam,81433,T0146,407.64,121.49,32.7,561.82,636.06,0.271,463.37,0,-98.45,-0.2125,42,2024
95992,2024-08-19,DE-Hamburg,81433,T0246,200.53,39.81,26.68,288.38,396.1,0.188,321.72,1,33.34,0.1036,34,2024
95993,2024-01-29,DE-Berlin,85005,T0175,119.04,90.96,24.89,234.89,236.16,0.277,170.8,0,-64.09,-0.3752,5,2024
95994,2024-06-25,DE-Munich,84015,T0005,71.5,69.5,28.38,182.93,264.25,0.065,246.96,0,64.03,0.2593,26,2024
